id,severity,title,description,iacontrols,ruleID,fixid,fixtext,checkid,checktext
V-22568,medium,"If the system is using LDAP for authentication or account information, the LDAP TLS certificate file must be group-owned by root, bin, sys, or system.","LDAP can be used to provide user authentication and account information, which are vital to system security.  The LDAP client configuration must be protected from unauthorized modification.",['ECLP-1'],SV-26243r1_rule,F-27122r1_fix,"Change the group ownership of the LDAP client certificate file.

Procedure:
# chgrp root <certificate file>",C-30358r1_chk,"Check system documentation to determine the location of the LDAP client certificate file.  Check the group ownership of the certificate file.

Procedure:
# ls -lL <certificate file>

If the file is not group-owned by root, bin, sys, or system, this is a finding."
V-22400,low,The centralized process core dump data directory must be owned by root.,"Process core dumps contain the memory in use by the process when it crashed. Any data the process was handling may be contained in the core file, and it must be protected accordingly. If the centralized process core dump data directory is not owned by root, the core dumps contained in the directory may be subject to unauthorized access.

",['ECLP-1'],SV-26054r1_rule,F-26257r1_fix,"Change the owner of the centralized process core dump directory to root.

# chown root <directory>",C-29236r1_chk,"Determine the owner of the centralized process core dump directory.
# ls -lLd <directory>
If the owner is not root, this is a finding.

"
V-22401,low,"The centralized process core dump data directory must be group-owned by root, bin, sys, or system.","Process core dumps contain the memory in use by the process when it crashed. Any data the process was handling may be contained in the core file, and it must be protected accordingly. If the centralized process core dump data directory is not group-owned by a system group, the core dumps contained in the directory may be subject to unauthorized access",['ECLP-1'],SV-26055r1_rule,F-26258r1_fix,"Change the group owner of the centralized process core dump data directory to root, bin, sys, or system.
# chgrp root <directory> ",C-29237r1_chk,"Determine the group owner of the centralized process core dump directory.
# ls -lLd <directory>
If the group owner is not root, bin, sys, or system, this is a finding.

"
V-22565,medium,"If the system is using LDAP for authentication or account information, the TLS certificate authority file and/or directory (as appropriate) must have mode 0644 (0755 for directories) or less permissive.","LDAP can be used to provide user authentication and account information, which are vital to system security.  The LDAP client configuration must be protected from unauthorized modification.",['ECLP-1'],SV-26952r1_rule,F-24214r1_fix,"Change the mode of the file or directory.

File Procedure:
# chmod 0644 <certpath> 

Directory Procedure:
# chmod 0755 <certpath> ",C-27899r1_chk,"Determine the certificate authority file and/or directory.

Procedure:
# grep -i '^tls_cacert' /etc/ldap.conf
For each file or directory returned, check the permissions.

Procedure:
# ls -lLd <certpath>

If the mode of the file is more permissive than 0644 (or 0755 for directories), this is a finding."
V-22564,medium,"If the system is using LDAP for authentication or account information, the TLS certificate authority file and/or directory (as appropriate) must be group-owned by root, bin, sys, or system.","LDAP can be used to provide user authentication and account information, which are vital to system security.  The LDAP client configuration must be protected from unauthorized modification",['ECLP-1'],SV-26239r1_rule,F-27121r1_fix,"Change the group ownership of LDAP client certificate files to root, bin, sys, or system.

Procedure:
# chgrp root <certificate file>",C-30357r1_chk,"Consult system documentation to determine where the LDAP client certificate files are stored.  Check their group ownership.

Procedure:
# ls -lLa <ldap certificate file(s) or directories>

If a certificate file or directory is not group-owned by root, bin, sys, or system, this is a finding."
V-22567,medium,"For systems using NSS LDAP, the TLS certificate file must be owned by root.",The NSS LDAP service provides user mappings which are a vital component of system security.  Its configuration must be protected from unauthorized modification.,['ECLP-1'],SV-26954r1_rule,F-24216r1_fix,"Change the ownership of the file.
# chown root <certpath>",C-27901r1_chk,"Determine the certificate file.
# grep -i '^tls_cert' /etc/ldap.conf
Check the ownership.
# ls -lL <certpath>
If the owner of the file is not root, this is a finding."
V-22566,medium,"If the system is using LDAP for authentication or account information, the LDAP TLS certificate authority file and/or directory (as appropriate) must not have an extended ACL.","LDAP can be used to provide user authentication and account information, which are vital to system security.  The LDAP client configuration must be protected from unauthorized modification.",['ECLP-1'],SV-26953r1_rule,F-24215r1_fix,Remove the extended ACL from the certificate file.,C-27900r1_chk,"Determine the certificate authority file and/or directory.
# grep -i '^tls_cacert' /etc/ldap.conf
For each file or directory returned, check the permissions.
# ls -lLd <certpath>
If the permissions of the file or directory contains a ""+"", an extended ACL is present, this is a finding."
V-22561,medium,"If the system is using LDAP for authentication or account information, the /etc/ldap.conf (or equivalent) file must be group-owned by root, bin, sys, or system.","LDAP can be used to provide user authentication and account information, which are vital to system security.  The LDAP client configuration must be protected from unauthorized modification.",['ECLP-1'],SV-26948r1_rule,F-24209r1_fix,"Change the group owner of the file to root, bin, sys, or system.

Procedure:
# chgrp root /etc/ldap.conf",C-27895r1_chk,"Check the group ownership of the file.

Procedure:
# ls -lL /etc/ldap.conf

If the file is not group-owned by root, bin, sys, or system, this is a finding."
V-22560,medium,"If the system is using LDAP for authentication or account information, the /etc/ldap.conf (or equivalent) file must be owned by root.","LDAP can be used to provide user authentication and account information, which are vital to system security.  The LDAP client configuration must be protected from unauthorized modification.",['ECLP-1'],SV-26947r1_rule,F-24208r1_fix,"Change the owner of the file.
# chown root /etc/ldap.conf",C-27894r1_chk,"Check the ownership of the file.
# ls -lL /etc/ldap.conf
If the file is not owned by root, this is a finding."
V-22563,medium,"If the system is using LDAP for authentication or account information, the TLS certificate authority file and/or directory (as appropriate) must be owned by root.","LDAP can be used to provide user authentication and account information, which are vital to system security.  The LDAP client configuration must be protected from unauthorized modification.",['ECLP-1'],SV-26950r1_rule,F-24212r1_fix,"Change the ownership of the file or directory.
# chown root <certpath> ",C-27897r1_chk,"Determine the certificate authority file and/or directory.
# grep -i '^tls_cacert' /etc/ldap.conf
For each file or directory returned, check the ownership.
# ls -lLd <certpath>
If the owner of any file or directory is not root, this is a finding."
V-22562,medium,"If the system is using LDAP for authentication or account information, the /etc/ldap.conf (or equivalent) file must not have an extended ACL.","LDAP can be used to provide user authentication and account information, which are vital to system security.  The LDAP client configuration must be protected from unauthorized modification.",['ECLP-1'],SV-26237r1_rule,F-24210r1_fix,Remove the extended ACL from the /etc/ldap.conf file.,C-30038r1_chk,"Check the permissions of the file.

Procedure:
# ls -l /etc/ldap.conf

If the permissions include a ""+"", the file has an extended ACL, this is a finding."
V-12025,medium,The system must not have any peer-to-peer file-sharing application installed.,"Peer-to-peer file-sharing software can result in the unintentional exfiltration of information.  There are also many legal issues associated with these types of utilities including copyright infringement or other intellectual property issues.  The ASD Memo ""Use of Peer-to-Peer (P2P) File-Sharing Applications across the DoD"" states the following:

“P2P file-sharing applications are authorized for use on DoD networks with approval by the appropriate Designated Approval Authority (DAA).  Documented requirements, security architecture, configuration management process, and a training program for users are all requirements within the approval process.  The unauthorized use of application or services, including P2P applications, is prohibited, and such applications or services must be eliminated.”

P2P applications include, but are not limited to, the following:

-Napster,
-Kazaa,
-ARES,
-Limewire,
-IRC Chat Relay, and
-BitTorrent.","['DCPD-1', 'ECSC-1']",SV-12526r2_rule,F-11284r2_fix,Uninstall the peer-to-peer file sharing application(s) from the system.,C-7990r2_chk,"Ask the SA if any peer-to-peer file-sharing applications are installed.  Some examples of these applications include:

- Napster,
- Kazaa,
- ARES,
- Limewire,
- IRC Chat Relay, and
- BitTorrent.

If any of these applications are installed, this is a finding."
V-22426,medium,The xinetd.d directory must not have an extended ACL.,The Internet service daemon configuration files must be protected as malicious modification could cause Denial-of-Service or increase the attack surface of the system.,['ECLP-1'],SV-26090r1_rule,F-26901r1_fix,Remove the extended ACL from the xinetd configuration directories.,C-30072r1_chk,"Check xinetd configuration directories for extended ACLs.

Determine any xinetd configuration directories.
Procedure:
# grep includedir /etc/xinetd.conf

If xinetd.conf does not exist, or no includedir lines are returned, this is not applicable.

Check the xinetd configuration directories for extended ACLs.
Procedure:
# ls -lL <directory>

If any of these directories contain a ""+"" in the permissions field, the directory has an extended ACL and this is a finding."
V-833,high,Files executed through a mail aliases file must be owned by root and must reside within a directory owned and writable only by root.,"If a file executed through a mail aliases file is not owned and writable only by root, it may be subject to unauthorized modification.  Unauthorized modification of files executed through aliases may allow unauthorized users to attain root privileges.",['ECLP-1'],SV-833r2_rule,F-987r2_fix,"Edit the /etc/mail/aliases file (alternatively, /usr/lib/sendmail.cf).  Locate the entries executing a program.  They will appear similar to the following line.

Aliasname: : /usr/local/bin/ls (or some other program name)

Ensure root owns the programs and the directory(ies) they reside in by using the chown command to change owner to root.
Procedure:
# chown root filename",C-615r2_chk,"Find the aliases file on the system.

Procedure:
# find / -name aliases -depth -print
# more < aliases file location >

Examine the aliases file for any directories or paths that may be utilized.

Procedure:
# ls -lL < path >

Check if the file or parent directory is owned by root.  If not, this is a finding."
V-22363,medium,Local initialization files' library search paths must contain only absolute paths.,"The library search path environment variable(s) contain a list of directories for the dynamic linker to search to find libraries.  If this path includes the current working directory or other relative paths, libraries in these directories may be loaded instead of system libraries.  This variable is formatted as a colon-separated list of directories.  If there is an empty entry, such as a leading or trailing colon, or two consecutive colons, this is interpreted as the current working directory.  Paths starting with a slash (/) are absolute paths.",['ECSC-1'],SV-26010r1_rule,F-26204r1_fix,Edit the local initialization file(s) and remove the relative path entry from the library search path.,C-29187r1_chk,"Verify local initialization files have library search paths containing only absolute paths. This variable is formatted as a colon-separated list of directories. If there is an empty entry, such as a leading or trailing colon, or two consecutive colons, this is a finding. If an entry begins with a character other than a slash (/), this is a relative path, and this is a finding.
"
V-22362,medium,Local initialization files must not have extended ACLs.,Local initialization files are used to configure the user's shell environment upon login.  Malicious modification of these files could compromise accounts upon logon.,['ECLP-1'],SV-26009r1_rule,F-26203r1_fix,Remove the extended ACL from the local initialization file(s).,C-27544r1_chk,"Check user home directories for local initialization files with extended ACLs.
# cut -d : -f 6 /etc/passwd | xargs -n1 -IDIR ls -alL DIR/.login DIR/.cshrc DIR/.logout DIR/.profile DIR/.bash_profile DIR/.bashrc DIR/.bash_logout DIR/.env DIR/.dtprofile DIR/.dispatch DIR/.emacs DIR/.exrc

If the permissions include a ""+"", the file has an extended ACL, this is a finding.

"
V-22361,medium,Local initialization files must be group-owned by the user's primary group or root.,Local initialization files are used to configure the user's shell environment upon login.  Malicious modification of these files could compromise accounts upon logon.,['ECLP-1'],SV-26481r1_rule,F-23709r1_fix,"Change the group owner of the local initialization file to the user's primary group, or root.
# chgrp [USER's primary GID] ~USER/[local initialization file]",C-27543r1_chk,"Check user home directories for local initialization files group-owned by a group other than the user's primary group or root.

1.  List user accounts and their primary GID.
# cut -d : -f 1,4 /etc/passwd 

2. Check local initialization files for each user.
# ls -alL ~USER/.login ~USER/.cshrc ~USER/.logout ~USER/.profile ~USER/.bash_profile ~USER/.bashrc ~USER/.bash_logout ~USER/.env ~USER/.dtprofile ~USER/.dispatch ~USER/.emacs ~USER/.exrc

3.  If any file is not group-owned by root or the user's primary GID, this is a finding."
V-832,medium,The alias file must have mode 0644 or less permissive.,"Excessive permissions on the aliases file may permit unauthorized modification.  If the alias file is modified by an unauthorized user, they may modify the file to run malicious code or redirect email.",['ECLP-1'],SV-832r2_rule,F-986r2_fix,"Change the mode of the /etc/mail/aliases file (or equivalent, such as /usr/lib/aliases) to 0644.  

Procedure:
# chmod 0644 /etc/aliases",C-8032r2_chk,"Find the aliases file on the system.
Procedure:
# find / -name aliases -depth -print

Check the mode of the alias file.
Procedure:
# ls -lL <alias location>

If the alias file has a mode more permissive than 0644, this is a finding."
V-22367,medium,Audio devices must not have extended ACLs.,File system ACLs can provide access to files beyond what is allowed by the mode numbers of the files.,['ECLP-1'],SV-26014r1_rule,F-26220r1_fix,Remove the extended ACL from the audio device file(s).,C-29198r1_chk,"Determine the audio device files for the system.
# ls -l <audio device file>
If the permissions include a '+', the file has an extended ACL, this is a finding."
V-22366,medium,All shell files must not have extended ACLs.,Shells with world/group-write permissions give the ability to maliciously modify the shell to obtain unauthorized access.,['ECLP-1'],SV-26013r1_rule,F-26219r1_fix,Remove the extended ACL from the shell file(s).,C-27549r1_chk,"If /etc/shells exists, check the permissions of each shell referenced.
# cat /etc/shells | xargs -n1 ls -lL

Otherwise, check any shells found on the system.
# find / -name ""*sh"" | xargs -n1 ls -lL

If the permissions include a ""+"", the file has an extended ACL, this is a finding."
V-22365,medium,"All shell files must be group-owned by root, bin, sys, or system.","If shell files are group-owned by users other than root or a system group, they could be modified by intruders or malicious users to perform unauthorized actions.",['ECLP-1'],SV-26489r1_rule,F-23718r1_fix,"Change the group-owner of the shell to root, bin, sys, or system.

Procedure:
# chgrp root <shell>",C-27548r1_chk,"If /etc/shells exists, check the group ownership of each shell referenced.

Procedure:
# cat /etc/shells | xargs -n1 ls -lL

Otherwise, check any shells found on the system.
Procedure:
# find / -name ""*sh"" | xargs -n1 ls -lL

If a shell is not group-owned by root, bin, sys, or system, this is a finding."
V-22364,medium,Local initialization files' lists of preloaded libraries must contain only absolute paths.,"The library preload list environment variable contains a list of libraries for the dynamic linker to load before loading the libraries required by the binary.  If this list contains paths to libraries relative to the current working directory, unintended libraries may be preloaded.  This variable is formatted as a space-separated list of libraries.  Paths starting with a slash (/) are absolute paths.",['ECSC-1'],SV-26011r1_rule,F-23715r1_fix,Edit the local initialization file and remove the relative path entry from the library preload variable.,C-29188r1_chk,"Verify local initialization files have library preload list containing only absolute paths. This variable is formatted as a colon-separated list of paths. If there is an empty entry, such as a leading or trailing colon, or two consecutive colons, this is a finding. If an entry begins with a character other than a slash (/), this is a relative path, and this is a finding.


"
V-22369,medium,All system audit files must not have extended ACLs.,"If a user can write to the audit logs, then audit trails can be modified or destroyed and system intrusion may not be detected.",['ECTP-1'],SV-26016r1_rule,F-26222r1_fix,Remove the extended ACL from the system audit file(s).,C-29200r1_chk,"Determine if system audit files have an extended ACL.  If any do, this is a finding."
V-22368,medium,"Removable media, remote file systems, and any file system that does not contain approved device files must be mounted with the ""nodev"" option.","The ""nodev"" (or equivalent) mount option causes the system to not handle device files as system devices.  This option must be used for mounting any file system that does not contain approved device files.  Device files can provide direct access to system hardware and can compromise security if not protected.",['ECSC-1'],SV-26015r1_rule,F-26221r1_fix,"Edit /etc/fstab (or equivalent) and add the ""nodev"" mount option (or equivalent) to all entries for remote or removable media file systems, and file systems that contain no approved device files.",C-29199r1_chk,"If the system does not support a ""nodev"" option, this is not applicable.

Check /etc/fstab (or equivalent) and verify the ""nodev"" mount option (or equivalent) is used on any file systems mounted from removable media or network shares, or file systems that do not contain any approved device files.  If any such file system is not using the ""nodev"" option, this is a finding."
V-22427,medium,"The services file must be group-owned by root, bin, sys, or system.",Failure to give ownership of system configuration files to root or a system group provides the designated owner and unauthorized users with the potential to change the system configuration which could weaken the system's security posture.,['ECLP-1'],SV-26657r1_rule,F-23899r1_fix,"Change the group owner of the services file.

Procedure:
# chgrp root /etc/services",C-27692r1_chk,"Check the group ownership of the services file.

Procedure:
# ls -lL /etc/services

If the file is not group-owned by root, bin, sys, or system, this is a finding."
V-834,medium,Files executed through a mail aliases file must have mode 0755 or less permissive.,"If a file executed through a mail alias file has permissions greater than 0755, it can be modified by an unauthorized user and may contain malicious code or instructions possibly compromising the system.",['ECLP-1'],SV-834r2_rule,F-988r2_fix,"Use the chmod command to change the access permissions for files executed from the alias file.
For example:

# chmod 0755 < filename >   ",C-8033r2_chk,"Find the aliases file on the system.
Procedure:
# find / -name aliases -depth -print

Examine the aliases file for any directories or paths that may be utilized.
Procedure:
# more <aliases file location>

Check the permissions for any paths referenced.
Procedure:
# ls -lL <path>

If any file referenced from the aliases file has a mode more permissive than 0755, this is a finding.
"
V-781,low,"All GIDs referenced in the /etc/passwd file must be defined in the /etc/group file.
","If a user is assigned the GID of a group not existing on the system, and a group with that GID is subsequently created, the user may have unintended rights to that group.",['ECSC-1'],SV-781r2_rule,F-935r3_fix,Add a group to the system for each GID referenced without a corresponding group.   ,C-281r2_chk,"List the primary group GIDs for all user accounts on the system. If these GIDs do not correspond to any groups defined on the system, this is a finding."
V-22665,medium,"The system must not be running any routing protocol daemons, unless the system is a router.","Routing protocol daemons are typically used on routers to exchange network topology information with other routers.  If this software is used when not required, system network information may be unnecessarily transmitted across the network.",['ECSC-1'],SV-26808r1_rule,F-24051r1_fix,Disable any routing protocol daemons.,C-27796r1_chk,"Check for any running routing protocol daemons.
# ps -ef | egrep '(ospf|route|bgp|zebra|quagga)'
If any routing protocol daemons are listed, this is a finding."
V-780,medium,Group Identifiers (GIDs) reserved for system accounts must not be assigned to non-system groups.,"Reserved GIDs are typically used by system software packages. If non-system groups have GIDs in this range, they may conflict with system software, possibly leading to the group having permissions to modify system files.",['ECSC-1'],SV-780r2_rule,F-934r2_fix,"Change the primary group GID numbers for non-system accounts with reserved primary group GIDs (those less or equal to 99 in general, or 499 for Linux).",C-280r2_chk,"# more /etc/passwd

Confirm all accounts with a GID of 99 and below (499 and below for Linux) are used by a system account.

If a GID reserved for system accounts, 0 - 99 (0 - 499 for Linux), is used by a non-system account, this is a finding."
V-23953,medium,The ldd command must be disabled unless it protects against the execution of untrusted files.,"The ldd command provides a list of dependent libraries needed by a given binary, which is useful for troubleshooting software.  Instead of parsing the binary file, some ldd implementations invoke the program with a special environment variable set, which causes the system dynamic linker to display the list of libraries.  Specially crafted binaries can specify an alternate dynamic linker which may cause a program to be executed instead of examined.  If the program is from an untrusted source, such as in a user home directory, or a file suspected of involvement in a system compromise, unauthorized software may be executed with the rights of the user running ldd.  

Some ldd implementations include protections preventing the execution of untrusted files.  If such protections exist, this requirement is not applicable.

An acceptable method of disabling ldd is changing its mode to 0000.  The SA may conduct troubleshooting by temporarily changing the mode to allow execution and running the ldd command as an unprivileged user upon trusted system binaries.",['ECSC-1'],SV-28909r1_rule,F-27397r1_fix,"Disable the ldd command by removing its permissions.

Procedure:
# chmod 0000 <path to ldd>",C-30816r1_chk,"Consult vendor documentation concerning the ldd command.  If the command provides protection from the execution of untrusted executables, this is not a finding.

Determine the location of the system's ldd command.
Procedure:
# find / -name ldd
If no file exists, this is not a finding.

Check the permissions of the found ldd file.
# ls -lL <path to ldd>

If the file mode of the file is more permissive than 0000, this is a finding."
V-23952,medium,Mail relaying must be restricted.,"If unrestricted mail relaying is permitted, unauthorized senders could use this host as a mail relay for the purpose of sending SPAM or other unauthorized activity.",['ECSC-1'],SV-28908r1_rule,F-26860r1_fix,"If the system uses Sendmail, edit the sendmail.mc file and remove the promiscuous_relay configuration.  Rebuild the sendmail.cf file from the modified sendmail.mc and restart the service.  If the system does not need to receive mail from external hosts, add one or more DaemonPortOptions lines referencing system loopback addresses (such as ""O DaemonPortOptions=Addr=127.0.0.1,Port=smtp,Name=MTA"") and remove lines containing non-loopback addresses.  Restart the service.

If the system uses Postfix, edit the main.cf file and add or edit the smtpd_client_restrictions line to have contents permit mynetworks, reject or a similarly restrictive rule.  If the system does not need to receive mail from external hosts, add or edit the inet_interfaces line to have contents loopback-only or a set of loopback addresses for the system.  Restart the service.

If the system is using other SMTP software, consult the software's documentation for procedures to restrict mail relaying.",C-30013r1_chk,"If the system uses Sendmail, locate the sendmail.cf file.
Procedure:
# find / -name sendmail.cf

Determine if Sendmail only binds to loopback addresses by examining the DaemonPortOptions configuration options.
Procedure:
# grep -i ""O DaemonPortOptions"" </path/to/sendmail.cf>

If there are uncommented DaemonPortOptions lines, and all such lines specify system loopback addresses, this is not a finding.

Otherwise, determine if Sendmail is configured to allow open relay operation.
Procedure:
# find / -name sendmail.mc
# grep -i promiscuous_relay </path/to/sendmail.mc>

If the promiscuous relay feature is enabled, this is a finding.

If the system uses Postfix, locate the main.cf file.
Procedure:
# find / -name main.cf

Determine if Postfix only binds to loopback addresses by examining the inet_interfaces line.
Procedure:
# grep inet_interfaces </path/to/main.cf>

If inet_interfaces is set to loopback-only or contains only loopback addresses, such as 127.0.0.1 and [::1], Postfix is not listening on external network interfaces, this is not a finding.

Otherwise, determine if Postfix is configured to restrict clients permitted to relay mail by examining the smtpd_client_restrictions line.
Procedure:
# grep smtpd_client_restrictions </path/to/main.cf>

If the smtpd_client_restrictions line is missing, or does not contain reject, this is a finding. If the line contains permit before reject, this is a finding. 

If the system is using other SMTP software, consult the software's documentation for procedures to verify mail relaying is restricted."
V-838,medium,The SMTP service log file must have mode 0644 or less permissive.,"If the SMTP service log file is more permissive than 0644, unauthorized users may be allowed to change the log file.",['ECLP-1'],SV-838r2_rule,F-992r2_fix,"Change the mode of the SMTP service log file.

Procedure:
# chmod 0644 <sendmail log file>",C-8035r2_chk,"Check the mode of the SMTP service log file.

Procedure:
# more /etc/syslog.conf

Check the configuration to determine which log files contain logs for mail.crit, mail.debug, or *.crit.

Procedure:
# ls -lL <file location>

If the log file permissions are greater than 0644, this is a finding."
V-23892,medium,The system must comply with product-specific security requirements.,Each operating system has unique security considerations that must be addressed to ensure system security.,['ECSC-1'],SV-28846r1_rule,F-27380r1_fix,"If a more specific STIG exists for the OS under evaluation, use it in place of this STIG.",C-30812r1_chk,"This requirement is part of the generic UNIX requirements.  If a more specific STIG exists for the OS under evaluation, use it in place of this STIG.  If no more specific STIG exists, this is not a finding."
V-11945,medium,"A file integrity tool must be used at least weekly to check for unauthorized file changes, particularly the addition of unauthorized system libraries or binaries, or for unauthorized modification to authorized system libraries or binaries.","Changes in system libraries and binaries can indicate compromise or significant system events, such as patching needing to be checked by automated processes and the results reviewed by the SA.

NOTE:  For MAC I systems, increase the frequency to daily.",['DCSL-1'],SV-28610r1_rule,F-25883r2_fix,"Create a cron job, scheduled to run weekly or more frequently, to run the file integrity tool to check for unauthorized system libraries or binaries, or unauthorized modification to authorized system libraries or binaries.

NOTE: For MAC I systems, increase the frequency to daily.",C-28849r2_chk,"Determine if there is a cron job, scheduled to run weekly or more frequently, to run the file integrity tool to check for unauthorized system libraries or binaries, or unauthorized modification to authorized system libraries or binaries. 

Procedure:
# crontab -l

If there is no cron job meeting these requirements, this is a finding.

NOTE: For MAC I systems, increase the frequency to daily."
V-11947,medium,The system must require that passwords contain a minimum of 14 characters.,The use of longer passwords reduces the ability of attackers to successfully obtain valid passwords using guessing or exhaustive search techniques by increasing the password search space.,"['IAIA-1', 'IAIA-2']",SV-12448r2_rule,F-24372r1_fix,Set the system minimum password length setting to 14 or greater.,C-28025r1_chk,"Check the system minimum password length setting.  If the setting is not 14 or greater, this is a finding.
"
V-11946,medium,UIDs reserved for system accounts must not be assigned to non-system accounts.,"Reserved UIDs are typically used by system software packages. If non-system accounts have UIDs in this range, they may conflict with system software, possibly leading to the user having permissions to modify system files.
",['ECSC-1'],SV-12447r2_rule,F-26001r1_fix,Change the UID numbers for non-system accounts with reserved UIDs (those less or equal to 99).   ,C-29002r1_chk,"Check the UID assignments of all accounts.
# more /etc/passwd

Confirm all accounts with a UID of 99 and below are used by a system account. If a UID reserved for system accounts (0 - 99) is used by a non-system account, this is a finding. "
V-11941,medium,A file integrity baseline must be created and maintained.,"A file integrity baseline is a collection of file metadata which is to evaluate the integrity of the system. A minimal baseline must contain metadata for all device files, setuid files, setgid files, system libraries, system binaries, and system configuration files. The minimal metadata must consist of the mode, owner, group owner, and modification times. For regular files, metadata must also include file size and a cryptographic hash of the file’s contents.",['DCSW-1'],SV-12442r2_rule,F-11212r2_fix,"Create a file integrity baseline, including cryptographic hashes, for the system. ",C-7918r2_chk,"Determine if a file integrity baseline, which includes cryptographic hashes, has been created and maintained for the system. If no file integrity baseline exists for the system, this is a finding. If the file integrity baseline contains no cryptographic hashes, this is a finding. If the file integrity baseline is not maintained (has not been updated to be consistent with the latest approved system configuration changes), this is a finding."
V-11940,high,The operating system must be a supported release.,"An operating system release is considered supported if the vendor continues to provide security patches for the product. With an unsupported release, it will not be possible to resolve security issues discovered in the system software.

",['VIVM-1'],SV-12441r2_rule,F-11211r2_fix,Upgrade to a supported version of the operating system.,C-7917r2_chk,"Check the release information for the operating system.  If the release is not supported, this is a finding."
V-22421,medium,The system must not be configured for network bridging.,"Some systems have the ability to bridge or switch frames (link-layer forwarding) between multiple interfaces.  This can be useful in a variety of situations but, if enabled when not needed, has the potential to bypass network partitioning and security.",['ECSC-1'],SV-26085r1_rule,F-26277r1_fix,Remove the network bridging configuration from the system.,C-29258r1_chk,"Determine if the system is configured for network bridging.  If it is, this is a finding."
V-11948,medium,The system must require that passwords contain at least one uppercase alphabetic character.,"To enforce the use of complex passwords, minimum numbers of characters of different classes are mandated. The use of complex passwords reduces the ability of attackers to successfully obtain valid passwords using guessing or exhaustive search techniques. Complexity requirements increase the password search space by requiring users to construct passwords from a larger character set than they may otherwise use.","['IAIA-1', 'IAIA-2']",SV-12449r2_rule,F-11219r2_fix,Configure the system to require at least 1 lowercase letter for passwords.,C-7925r2_chk,"Determine if at least 1 lowercase letter is required for passwords.

If the settings do not enforce at least 1 lower case letter, this is a finding."
V-22551,medium,The system must not send IPv6 ICMP redirects.,ICMP redirect messages are used by routers to inform hosts that a more direct route exists for a particular destination. These messages contain information from the system's route table that could reveal portions of the network topology.,['ECSC-1'],SV-26226r1_rule,F-26339r1_fix,Configure the system to not send IPv6 ICMP redirects.,C-29307r1_chk,"Determine if the system is configured to send IPv6 ICMP redirects.  If it is, this is a finding."
V-4255,high,"If the system boots from removable media, it must be stored in a safe or similarly secured container.",Storing the boot loader on removable media in an insecure location could allow a malicious user to modify the systems boot instructions or boot to an insecure operating system.,['PESS-1'],SV-4255r2_rule,F-4166r2_fix,Store the system boot media in a secure container when not in use.,C-2079r2_chk,"Ask the SA if the system boots from removable media. If so, ask if the boot media is stored in a secure container when not in use. If it is not, this is a finding."
V-4250,medium,The system's boot loader configuration file(s) must have mode 0600 or less permissive.,File permissions greater than 0600 on boot loader configuration files could allow an unauthorized user to view or modify sensitive information pertaining to system boot instructions.,['ECLP-1'],SV-4250r2_rule,F-25796r1_fix,"Change the mode of the grub.conf file to 0600.

# chmod 0600 /etc/grub.conf",C-2060r2_chk,"Check /etc/grub.conf permissions.

# ls -lL /etc/grub.conf

If /etc/grub.conf has a mode more permissive than 0600, this is a finding.
"
V-23741,medium,TCP backlog queue sizes must be set appropriately.,"To provide some mitigation to TCP DoS attacks, the TCP backlog queue sizes must be set to at least 1280 or in accordance with product-specific guidelines.",['ECSC-1'],SV-28638r1_rule,F-25915r1_fix,Set the system's TCP backlog queue size to 1280 or greater.,C-28893r1_chk,"Determine if the system's TCP backlog queue size is set to 1280 or higher.  If it is not, this is a finding."
V-22587,medium,"The system's boot loader configuration file(s) must be group-owned by root, bin, sys, or system.",The system's boot loader configuration files are critical to the integrity of the system and must be protected.  Unauthorized modifications resulting from improper group ownership may compromise the boot loader configuration.,['ECLP-1'],SV-26262r1_rule,F-26354r1_fix,"Change the group owner of the grub.conf file to root or sys.

Procedure:
# chgrp root grub.conf",C-29322r1_chk,"For GRUB:

Check the group owner of the grub.conf file.

Procedure:
# ls -lL grub.conf

If the group owner is not root or sys, this is a finding."
V-22586,medium,The system's boot loader configuration files must be owned by root.,The system's boot loader configuration files are critical to the integrity of the system and must be protected.  Unauthorized modification of these files resulting from improper ownership could compromise the system's boot loader configuration.,['ECLP-1'],SV-26261r1_rule,F-26353r1_fix,"Change the owner of the grub.conf file to root.
# chown root grub.conf",C-29321r1_chk,"If the system does not use GRUB, this is not applicable.

Check the owner of the grub.conf file.
# ls -lL grub.conf
If the owner is not root, this is a finding."
V-22585,medium,The system's boot loader configuration file(s) must not have extended ACLs.,"File system extended ACLs provide access to files beyond what is allowed by the mode numbers of the files.  If extended ACLs are present on the system's boot loader configuration file(s), these files may be vulnerable to unauthorized access or modification, which could compromise the system's boot process.",['ECLP-1'],SV-26260r1_rule,F-26352r1_fix,Remove the extended ACL from the grub.conf file.,C-29320r1_chk,"If the system does not use GRUB, this is not applicable.

Check the grub.conf file for an extended ACL.
# ls -lL grub.conf 
If the listed permissions contain a ""+"", this file has an extended ACL, and this is a finding."
V-22583,medium,"The system's local firewall must implement a deny-all, allow-by-exception policy.","A local firewall protects the system from exposing unnecessary or undocumented network services to the local enclave.  If a system within the enclave is compromised, firewall protection on an individual system continues to protect it from attack.",['ECSC-1'],SV-26258r1_rule,F-26350r1_fix,"Configure the system's local firewall to implement a deny-all, allow-by-exception policy.",C-29318r1_chk,"Determine if the system's local firewall implements a deny-all, allow-by-exception policy.  If it does not, this is a finding."
